"","CHR","start","end","BinFilterFlag","GC","exondensity","FRS"
"chr11_1544","chr11",77200001,77250000,1,0.42,0,0.177398707243404
"chr11_1545","chr11",77250001,77300000,1,0.426,0,0.179816970879478
"chr11_1546","chr11",77300001,77350000,1,0.42,12,0.182692273872762
"chr11_1547","chr11",77350001,77400000,1,0.401,7,0.18147451779542
"chr11_1548","chr11",77400001,77450000,1,0.377,5,0.180491220213528
"chr11_1549","chr11",77450001,77500000,1,0.388,4,0.179102047953649
"chr11_1550","chr11",77500001,77550000,1,0.421,3,0.184469148152693
"chr11_1551","chr11",77550001,77600000,1,0.429,7,0.193789093847243
"chr11_1552","chr11",77600001,77650000,0,0.408,17,0.18169183467364
"chr11_1553","chr11",77650001,77700000,1,0.396,9,0.180518374586035
"chr11_1554","chr11",77700001,77750000,1,0.458,5,0.180663020640225
"chr11_1555","chr11",77750001,77800000,1,0.475,7,0.182769735428354
"chr11_1556","chr11",77800001,77850000,1,0.421,14,0.178791592739265
"chr11_1557","chr11",77850001,77900000,1,0.477,5,0.185322460961758
"chr11_1558","chr11",77900001,77950000,1,0.497,18,0.194162973578167
"chr11_1559","chr11",77950001,78000000,1,0.427,2,0.194344367176784
"chr11_1560","chr11",78000001,78050000,1,0.401,0,0.189202026698248
"chr11_1561","chr11",78050001,78100000,1,0.4,1,0.193176443929034
"chr11_1562","chr11",78100001,78150000,1,0.415,2,0.198601090936589
"chr11_1563","chr11",78150001,78200000,1,0.394,6,0.180279516737527
"chr11_1564","chr11",78200001,78250000,1,0.377,3,0.173276453219135
"chr11_1565","chr11",78250001,78300000,1,0.397,9,0.184540743585749
"chr11_1566","chr11",78300001,78350000,0,0.41,0,0.174381944127644
"chr11_1567","chr11",78350001,78400000,1,0.459,6,0.167905146522936
"chr11_1568","chr11",78400001,78450000,1,0.449,9,0.168318763075081
"chr11_1569","chr11",78450001,78500000,1,0.448,4,0.163612259806913
"chr11_1570","chr11",78500001,78550000,1,0.44,3,0.171544779679338
"chr11_1571","chr11",78550001,78600000,1,0.435,3,0.16875131859086
"chr11_1572","chr11",78600001,78650000,1,0.453,3,0.167702615519375
"chr11_1573","chr11",78650001,78700000,1,0.44,2,0.164608688201777
"chr11_1574","chr11",78700001,78750000,1,0.437,0,0.166276928375468
"chr11_1575","chr11",78750001,78800000,1,0.464,3,0.166420043244402
"chr11_1576","chr11",78800001,78850000,1,0.443,2,0.168066241831401
"chr11_1577","chr11",78850001,78900000,1,0.409,1,0.168075511246414
"chr11_1578","chr11",78900001,78950000,1,0.465,1,0.169363993704429
"chr11_1579","chr11",78950001,79000000,1,0.437,1,0.167220780227603
"chr11_1580","chr11",79000001,79050000,1,0.447,1,0.170214150928878
"chr11_1581","chr11",79050001,79100000,1,0.439,0,0.167742397226189
"chr11_1582","chr11",79100001,79150000,1,0.439,1,0.170386090267397
"chr11_1583","chr11",79150001,79200000,1,0.42,1,0.168789508493873
"chr11_1584","chr11",79200001,79250000,1,0.432,0,0.168786846667313
"chr11_1585","chr11",79250001,79300000,1,0.411,0,0.173968866047688
"chr11_1586","chr11",79300001,79350000,1,0.415,0,0.168841010680663
"chr11_1587","chr11",79350001,79400000,1,0.422,0,0.170380533074741
"chr11_1588","chr11",79400001,79450000,1,0.38,0,0.169864580536898
"chr11_1589","chr11",79450001,79500000,1,0.384,0,0.169251808377375
"chr11_1590","chr11",79500001,79550000,1,0.388,0,0.172900015106946
"chr11_1591","chr11",79550001,79600000,1,0.399,0,0.17358684945085
"chr11_1592","chr11",79600001,79650000,1,0.389,0,0.168959397673063
"chr11_1593","chr11",79650001,79700000,1,0.384,0,0.169772531536608
"chr11_1594","chr11",79700001,79750000,1,0.375,0,0.166807732804098
"chr11_1595","chr11",79750001,79800000,1,0.395,0,0.172460794236768
"chr11_1596","chr11",79800001,79850000,1,0.383,0,0.170282156344381
"chr11_1597","chr11",79850001,79900000,1,0.394,0,0.172961716214405
"chr11_1598","chr11",79900001,79950000,1,0.366,0,0.16907647120263
"chr11_1599","chr11",79950001,80000000,1,0.377,0,0.169214696141609
"chr11_1600","chr11",80000001,80050000,1,0.381,0,0.166147296209526
"chr11_1601","chr11",80050001,80100000,1,0.381,0,0.166101519712467
"chr11_1602","chr11",80100001,80150000,1,0.373,0,0.171214551641305
"chr11_1603","chr11",80150001,80200000,1,0.377,0,0.171710297742709
"chr11_1604","chr11",80200001,80250000,1,0.394,0,0.171948337477546
"chr11_1605","chr11",80250001,80300000,1,0.369,0,0.167775590820044
"chr11_1606","chr11",80300001,80350000,0,0.368,0,0.169729657935231
"chr11_1607","chr11",80350001,80400000,0,0.374,0,0.170253878997238
"chr11_1608","chr11",80400001,80450000,1,0.364,0,0.167331359920857
"chr11_1609","chr11",80450001,80500000,1,0.368,0,0.171280863229835
"chr11_1610","chr11",80500001,80550000,1,0.361,0,0.170115002318706
"chr11_1611","chr11",80550001,80600000,1,0.36,0,0.167071172244489
"chr11_1612","chr11",80600001,80650000,1,0.356,0,0.166767756364782
"chr11_1613","chr11",80650001,80700000,1,0.36,0,0.16410296861897
"chr11_1614","chr11",80700001,80750000,1,0.353,0,0.163771620254309
"chr11_1615","chr11",80750001,80800000,1,0.368,0,0.168176104594814
"chr11_1616","chr11",80800001,80850000,1,0.364,0,0.166640816807547
"chr11_1617","chr11",80850001,80900000,1,0.348,0,0.163747038732309
"chr11_1618","chr11",80900001,80950000,1,0.375,0,0.166463748827189
"chr11_1619","chr11",80950001,81000000,1,0.358,0,0.166252081524999
"chr11_1620","chr11",81000001,81050000,1,0.365,0,0.167519950641678
"chr11_1621","chr11",81050001,81100000,1,0.358,0,0.166829480994265
"chr11_1622","chr11",81100001,81150000,1,0.35,0,0.164418911294687
"chr11_1623","chr11",81150001,81200000,1,0.37,0,0.167129008575539
"chr11_1624","chr11",81200001,81250000,1,0.349,0,0.165765051888324
"chr11_1625","chr11",81250001,81300000,1,0.36,0,0.167049966245311
"chr11_1626","chr11",81300001,81350000,1,0.354,0,0.164101474566435
"chr11_1627","chr11",81350001,81400000,1,0.343,0,0.157403141850496
"chr11_1628","chr11",81400001,81450000,1,0.36,0,0.166859411783539
"chr11_1629","chr11",81450001,81500000,1,0.351,0,0.159724828106059
"chr11_1630","chr11",81500001,81550000,0,0.378,0,0.167251544736114
"chr11_1631","chr11",81550001,81600000,1,0.339,2,0.161848707965724
"chr11_1632","chr11",81600001,81650000,1,0.348,1,0.163189353903198
"chr11_1633","chr11",81650001,81700000,1,0.35,0,0.162190322955429
"chr11_1634","chr11",81700001,81750000,1,0.387,1,0.164746224873963
"chr11_1635","chr11",81750001,81800000,1,0.351,0,0.164661616212298
"chr11_1636","chr11",81800001,81850000,1,0.364,2,0.164044796384964
"chr11_1637","chr11",81850001,81900000,1,0.365,0,0.170777273452216
"chr11_1638","chr11",81900001,81950000,1,0.361,0,0.164452440791406
"chr11_1639","chr11",81950001,82000000,1,0.364,0,0.167704598225611
"chr11_1640","chr11",82000001,82050000,1,0.357,0,0.16246462853229
"chr11_1641","chr11",82050001,82100000,1,0.355,2,0.16271843529259
"chr11_1642","chr11",82100001,82150000,1,0.376,1,0.165724700043024
"chr11_1643","chr11",82150001,82200000,1,0.361,0,0.161536734670106
"chr11_1644","chr11",82200001,82250000,1,0.389,0,0.167621709111855
"chr11_1645","chr11",82250001,82300000,1,0.378,0,0.164108941170405
"chr11_1646","chr11",82300001,82350000,1,0.378,0,0.163055840752319
"chr11_1647","chr11",82350001,82400000,1,0.379,0,0.166940771191722
"chr11_1648","chr11",82400001,82450000,1,0.433,1,0.169767266780946
"chr11_1649","chr11",82450001,82500000,1,0.378,0,0.170935636021169
"chr11_1650","chr11",82500001,82550000,1,0.399,2,0.179052937804625
"chr11_1651","chr11",82550001,82600000,1,0.392,7,0.192095874916918
"chr11_1652","chr11",82600001,82650000,1,0.393,9,0.190617861859335
"chr11_1653","chr11",82650001,82700000,1,0.397,5,0.179250711601629
"chr11_1654","chr11",82700001,82750000,1,0.422,3,0.183320094332002
"chr11_1655","chr11",82750001,82800000,1,0.411,5,0.185645669944295
"chr11_1656","chr11",82800001,82850000,1,0.407,0,0.178065288712389
"chr11_1657","chr11",82850001,82900000,1,0.389,16,0.187507343177058
"chr11_1658","chr11",82900001,82950000,1,0.4,11,0.175519925707504
"chr11_1659","chr11",82950001,83000000,1,0.38,18,0.180858282095959
"chr11_1660","chr11",83000001,83050000,1,0.418,1,0.176170980037518
"chr11_1661","chr11",83050001,83100000,1,0.399,1,0.170039659197447
"chr11_1662","chr11",83100001,83150000,1,0.419,2,0.17501649269727
"chr11_1663","chr11",83150001,83200000,1,0.394,10,0.166611929377857
"chr11_1664","chr11",83200001,83250000,1,0.388,1,0.171947786534724
"chr11_1665","chr11",83250001,83300000,1,0.381,1,0.166374666660237
"chr11_1666","chr11",83300001,83350000,1,0.378,2,0.169032676174906
"chr11_1667","chr11",83350001,83400000,1,0.389,1,0.16660552589433
"chr11_1668","chr11",83400001,83450000,1,0.391,0,0.166923435692651
"chr11_1669","chr11",83450001,83500000,1,0.375,2,0.163848977886738
"chr11_1670","chr11",83500001,83550000,1,0.386,1,0.166374445934367
"chr11_1671","chr11",83550001,83600000,1,0.379,1,0.165998673657358
"chr11_1672","chr11",83600001,83650000,1,0.37,1,0.164126816778146
"chr11_1673","chr11",83650001,83700000,1,0.359,3,0.165583779059808
"chr11_1674","chr11",83700001,83750000,1,0.357,0,0.164039686245156
"chr11_1675","chr11",83750001,83800000,1,0.365,1,0.170801684165214
"chr11_1676","chr11",83800001,83850000,1,0.37,1,0.170068135716691
"chr11_1677","chr11",83850001,83900000,1,0.361,1,0.167858869424978
"chr11_1678","chr11",83900001,83950000,1,0.377,0,0.169413078405937
"chr11_1679","chr11",83950001,84000000,1,0.373,2,0.16488601589336
"chr11_1680","chr11",84000001,84050000,1,0.37,1,0.166576535686284
"chr11_1681","chr11",84050001,84100000,1,0.356,0,0.165134500846471
"chr11_1682","chr11",84100001,84150000,1,0.373,0,0.161263349399949
"chr11_1683","chr11",84150001,84200000,1,0.344,0,0.160269575249475
"chr11_1684","chr11",84200001,84250000,1,0.364,1,0.164406584894969
"chr11_1685","chr11",84250001,84300000,1,0.38,0,0.168088227423793
"chr11_1686","chr11",84300001,84350000,1,0.366,0,0.166189100647092
"chr11_1687","chr11",84350001,84400000,1,0.381,0,0.168542821781578
"chr11_1688","chr11",84400001,84450000,1,0.356,0,0.165490549739476
"chr11_1689","chr11",84450001,84500000,1,0.363,0,0.164450916827852
"chr11_1690","chr11",84500001,84550000,1,0.371,0,0.166414392405649
"chr11_1691","chr11",84550001,84600000,1,0.366,0,0.167987552277815
"chr11_1692","chr11",84600001,84650000,1,0.353,1,0.164504202944903
"chr11_1693","chr11",84650001,84700000,1,0.371,0,0.170283858246853
"chr11_1694","chr11",84700001,84750000,1,0.362,0,0.163393928221
"chr11_1695","chr11",84750001,84800000,1,0.349,0,0.167341642672841
"chr11_1696","chr11",84800001,84850000,1,0.359,1,0.169796865994248
"chr11_1697","chr11",84850001,84900000,1,0.37,1,0.173935100136463
"chr11_1698","chr11",84900001,84950000,1,0.363,0,0.169444911967891
"chr11_1699","chr11",84950001,85000000,1,0.363,1,0.167723195941228
"chr11_1700","chr11",85000001,85050000,1,0.372,0,0.172470372741262
"chr11_1701","chr11",85050001,85100000,1,0.369,0,0.169700342724034
"chr11_1702","chr11",85100001,85150000,1,0.384,0,0.178721987749818
"chr11_1703","chr11",85150001,85200000,0,0.384,0,0.234555538297138
"chr11_1704","chr11",85200001,85250000,1,0.379,0,0.17511666173147
"chr11_1705","chr11",85250001,85300000,1,0.37,0,0.167783851787563
"chr11_1706","chr11",85300001,85350000,1,0.385,10,0.178998607688773
"chr11_1707","chr11",85350001,85400000,1,0.391,11,0.185064823661776
"chr11_1708","chr11",85400001,85450000,1,0.382,20,0.169772481960874
"chr11_1709","chr11",85450001,85500000,1,0.416,3,0.177268542369938
"chr11_1710","chr11",85500001,85550000,1,0.411,1,0.16906203409201
"chr11_1711","chr11",85550001,85600000,1,0.407,5,0.176561787377207
"chr11_1712","chr11",85600001,85650000,1,0.416,9,0.183549198968852
"chr11_1713","chr11",85650001,85700000,1,0.388,8,0.196658643293731
"chr11_1714","chr11",85700001,85750000,1,0.364,12,0.196297870865005
"chr11_1715","chr11",85750001,85800000,1,0.392,2,0.190601410661733
"chr11_1716","chr11",85800001,85850000,1,0.404,3,0.189849782863178
"chr11_1717","chr11",85850001,85900000,1,0.43,0,0.207156738626131
"chr11_1718","chr11",85900001,85950000,1,0.4,0,0.195220719519128
"chr11_1719","chr11",85950001,86000000,1,0.38,13,0.184987857550036
"chr11_1720","chr11",86000001,86050000,1,0.39,4,0.184097788351148
"chr11_1721","chr11",86050001,86100000,1,0.382,6,0.173114066442521
"chr11_1722","chr11",86100001,86150000,1,0.399,13,0.166077665134683
"chr11_1723","chr11",86150001,86200000,1,0.453,10,0.177961714304042
"chr11_1724","chr11",86200001,86250000,1,0.43,2,0.180123988447455
"chr11_1725","chr11",86250001,86300000,1,0.422,2,0.178568630977154
"chr11_1726","chr11",86300001,86350000,1,0.412,0,0.176542057440869
"chr11_1727","chr11",86350001,86400000,1,0.419,3,0.177405124497283
"chr11_1728","chr11",86400001,86450000,1,0.389,0,0.172087323124765
"chr11_1729","chr11",86450001,86500000,1,0.423,0,0.173581675781526
"chr11_1730","chr11",86500001,86550000,0,0.421,5,0.174732245329903
"chr11_1731","chr11",86550001,86600000,1,0.427,1,0.168169144768285
"chr11_1732","chr11",86600001,86650000,1,0.415,1,0.167227176793515
"chr11_1733","chr11",86650001,86700000,1,0.43,7,0.179011716619452
"chr11_1734","chr11",86700001,86750000,1,0.415,2,0.175526689748121
"chr11_1735","chr11",86750001,86800000,1,0.392,2,0.176227839658755
"chr11_1736","chr11",86800001,86850000,1,0.356,1,0.169844642972135
"chr11_1737","chr11",86850001,86900000,1,0.359,2,0.17249458778276
"chr11_1738","chr11",86900001,86950000,1,0.355,1,0.168748490107127
"chr11_1739","chr11",86950001,87000000,1,0.36,0,0.169928806352099
"chr11_1740","chr11",87000001,87050000,1,0.36,9,0.16967961863297
"chr11_1741","chr11",87050001,87100000,1,0.432,0,0.175347652455365
"chr11_1742","chr11",87100001,87150000,1,0.406,0,0.170741332568952
"chr11_1743","chr11",87150001,87200000,1,0.392,0,0.168143512340674
"chr11_1744","chr11",87200001,87250000,1,0.398,0,0.167319287559234
"chr11_1745","chr11",87250001,87300000,1,0.382,0,0.169734110074244
"chr11_1746","chr11",87300001,87350000,1,0.385,0,0.17134211665964
"chr11_1747","chr11",87350001,87400000,1,0.38,0,0.167247322166402
"chr11_1748","chr11",87400001,87450000,1,0.373,0,0.163971306079691
"chr11_1749","chr11",87450001,87500000,1,0.381,0,0.170177980615079
"chr11_1750","chr11",87500001,87550000,1,0.368,0,0.163456723724174
"chr11_1751","chr11",87550001,87600000,1,0.359,0,0.164729423809293
"chr11_1752","chr11",87600001,87650000,1,0.358,0,0.162333548742583
"chr11_1753","chr11",87650001,87700000,0,0.374,0,0.171969611881167
"chr11_1754","chr11",87700001,87750000,0,0.363,0,0.166577872335624
"chr11_1755","chr11",87750001,87800000,1,0.386,0,0.167771227835915
"chr11_1756","chr11",87800001,87850000,1,0.37,1,0.167990732027979
"chr11_1757","chr11",87850001,87900000,1,0.381,1,0.170298476935456
"chr11_1758","chr11",87900001,87950000,1,0.376,2,0.17062984166569
"chr11_1759","chr11",87950001,88000000,1,0.384,0,0.182610109202222
"chr11_1760","chr11",88000001,88050000,1,0.376,6,0.180773627610437
"chr11_1761","chr11",88050001,88100000,1,0.379,4,0.183597076597957
"chr11_1762","chr11",88100001,88150000,1,0.375,0,0.177551805909907
"chr11_1763","chr11",88150001,88200000,1,0.385,2,0.181682373648366
"chr11_1764","chr11",88200001,88250000,1,0.369,1,0.167236031849207
"chr11_1765","chr11",88250001,88300000,1,0.379,1,0.173400670565428
"chr11_1766","chr11",88300001,88350000,1,0.367,4,0.158488113452322
"chr11_1767","chr11",88350001,88400000,1,0.363,1,0.162672888802586
"chr11_1768","chr11",88400001,88450000,1,0.368,0,0.165757401280472
"chr11_1769","chr11",88450001,88500000,1,0.367,0,0.171442754752395
"chr11_1770","chr11",88500001,88550000,1,0.36,0,0.166277954147975
"chr11_1771","chr11",88550001,88600000,1,0.346,1,0.164178464200236
"chr11_1772","chr11",88600001,88650000,0,0.362,0,0.169069551995331
"chr11_1773","chr11",88650001,88700000,0,0.338,0,0.160996857057531
"chr11_1774","chr11",88700001,88750000,0,0.356,2,0.164598377494841
"chr11_1775","chr11",88750001,88800000,0,0.363,3,0.162817522075984
"chr11_1776","chr11",88800001,88850000,0,0.338,0,0.161081327414112
"chr11_1777","chr11",88850001,88900000,0,0.336,0,0.162928114416962
"chr11_1778","chr11",88900001,88950000,1,0.362,2,0.166093316486324
"chr11_1779","chr11",88950001,89000000,1,0.345,1,0.162032678943405
"chr11_1780","chr11",89000001,89050000,0,0.355,2,0.167270156871418
"chr11_1781","chr11",89050001,89100000,0,0.354,7,0.164695784769505
"chr11_1782","chr11",89100001,89150000,0,0.364,4,0.166005687260681
"chr11_1783","chr11",89150001,89200000,1,0.35,7,0.164724685213733
"chr11_1784","chr11",89200001,89250000,1,0.352,6,0.161636205490276
"chr11_1785","chr11",89250001,89300000,1,0.367,1,0.165909606267954
"chr11_1786","chr11",89300001,89350000,0,0.367,1,0.166135425930882
"chr11_1787","chr11",89350001,89400000,0,0.355,4,0.157558122782232
"chr11_1788","chr11",89400001,89450000,0,0.364,17,0.161876559849213
"chr11_1789","chr11",89450001,89500000,0,0.378,1,0.169047747086121
"chr11_1790","chr11",89500001,89550000,0,0.391,8,0.16102156699244
"chr11_1791","chr11",89550001,89600000,0,0.384,14,0.167768828102139
"chr11_1792","chr11",89600001,89650000,0,0.384,10,0.160946522474135
"chr11_1793","chr11",89650001,89700000,0,0.389,10,0.165925448705544
"chr11_1794","chr11",89700001,89750000,0,0.379,20,0.160455699068684
"chr11_1795","chr11",89750001,89800000,0,0.396,8,0.162792762989445
"chr11_1796","chr11",89800001,89850000,0,0.376,1,0.165347814117479
"chr11_1797","chr11",89850001,89900000,1,0.355,11,0.160435159824077
"chr11_1798","chr11",89900001,89950000,1,0.348,17,0.169820516632209
"chr11_1799","chr11",89950001,90000000,1,0.372,2,0.17089226235858
"chr11_1800","chr11",90000001,90050000,1,0.377,0,0.170863894722137
"chr11_1801","chr11",90050001,90100000,1,0.364,0,0.165969471005892
"chr11_1802","chr11",90100001,90150000,1,0.372,0,0.16930779107879
"chr11_1803","chr11",90150001,90200000,1,0.353,0,0.164932360336513
"chr11_1804","chr11",90200001,90250000,1,0.348,1,0.162903629246715
"chr11_1805","chr11",90250001,90300000,1,0.352,2,0.165320303523339
"chr11_1806","chr11",90300001,90350000,1,0.347,0,0.165341533964559
"chr11_1807","chr11",90350001,90400000,1,0.35,0,0.167233770609736
"chr11_1808","chr11",90400001,90450000,1,0.356,1,0.170051967687673
"chr11_1809","chr11",90450001,90500000,1,0.339,0,0.167627937306873
"chr11_1810","chr11",90500001,90550000,1,0.353,1,0.170714494454356
"chr11_1811","chr11",90550001,90600000,1,0.338,3,0.164203519497145
"chr11_1812","chr11",90600001,90650000,1,0.35,0,0.168910619072277
"chr11_1813","chr11",90650001,90700000,1,0.35,0,0.167216785850886
"chr11_1814","chr11",90700001,90750000,1,0.355,0,0.169279505294068
"chr11_1815","chr11",90750001,90800000,1,0.351,0,0.169372655193219
"chr11_1816","chr11",90800001,90850000,1,0.354,0,0.171646318321876
"chr11_1817","chr11",90850001,90900000,1,0.341,0,0.166064317643279
"chr11_1818","chr11",90900001,90950000,1,0.342,0,0.161294929951179
"chr11_1819","chr11",90950001,91000000,1,0.353,0,0.165219207656853
"chr11_1820","chr11",91000001,91050000,1,0.354,0,0.166505751927596
"chr11_1821","chr11",91050001,91100000,1,0.363,0,0.169707453611954
"chr11_1822","chr11",91100001,91150000,1,0.351,0,0.169635039171277
"chr11_1823","chr11",91150001,91200000,1,0.363,0,0.167561556176958
"chr11_1824","chr11",91200001,91250000,1,0.355,0,0.169888436564006
"chr11_1825","chr11",91250001,91300000,1,0.351,0,0.169594850960986
"chr11_1826","chr11",91300001,91350000,1,0.375,0,0.170692674912824
"chr11_1827","chr11",91350001,91400000,1,0.358,0,0.169341083008903
"chr11_1828","chr11",91400001,91450000,1,0.361,0,0.171787298408715
"chr11_1829","chr11",91450001,91500000,1,0.358,0,0.167584703548659
"chr11_1830","chr11",91500001,91550000,1,0.378,0,0.170784810641581
"chr11_1831","chr11",91550001,91600000,1,0.38,0,0.167988127396527
"chr11_1832","chr11",91600001,91650000,1,0.378,0,0.172107219393599
"chr11_1833","chr11",91650001,91700000,1,0.384,0,0.171600356766808
"chr11_1834","chr11",91700001,91750000,1,0.384,0,0.173146985327037
"chr11_1835","chr11",91750001,91800000,1,0.375,0,0.174834288075613
"chr11_1836","chr11",91800001,91850000,1,0.374,0,0.173735476313944
"chr11_1837","chr11",91850001,91900000,1,0.399,0,0.174887817576084
"chr11_1838","chr11",91900001,91950000,1,0.378,0,0.167017059413723
"chr11_1839","chr11",91950001,92000000,1,0.4,0,0.170827498403248
"chr11_1840","chr11",92000001,92050000,1,0.386,0,0.16583692986217
"chr11_1841","chr11",92050001,92100000,1,0.392,1,0.169868522491
"chr11_1842","chr11",92100001,92150000,1,0.401,0,0.171744200523293
"chr11_1843","chr11",92150001,92200000,1,0.395,0,0.169770814716641
"chr11_1844","chr11",92200001,92250000,1,0.381,0,0.170416656030758
"chr11_1845","chr11",92250001,92300000,1,0.382,1,0.168084307674336
"chr11_1846","chr11",92300001,92350000,1,0.384,0,0.165993299148675
"chr11_1847","chr11",92350001,92400000,1,0.404,0,0.170449372588549
"chr11_1848","chr11",92400001,92450000,1,0.396,1,0.171039741250073
"chr11_1849","chr11",92450001,92500000,1,0.401,2,0.164106500395569
"chr11_1850","chr11",92500001,92550000,1,0.398,7,0.169183931643758
"chr11_1851","chr11",92550001,92600000,1,0.426,9,0.166524314696631
"chr11_1852","chr11",92600001,92650000,1,0.427,6,0.164624908207531
"chr11_1853","chr11",92650001,92700000,1,0.417,0,0.16837027789453
"chr11_1854","chr11",92700001,92750000,1,0.417,2,0.170764453648259
"chr11_1855","chr11",92750001,92800000,1,0.398,0,0.167566851335294
"chr11_1856","chr11",92800001,92850000,1,0.398,0,0.168254840607824
"chr11_1857","chr11",92850001,92900000,1,0.366,5,0.170424570437512
"chr11_1858","chr11",92900001,92950000,1,0.37,8,0.179506441295671
"chr11_1859","chr11",92950001,93000000,1,0.39,0,0.170995490283891
"chr11_1860","chr11",93000001,93050000,1,0.391,0,0.167396508545692
"chr11_1861","chr11",93050001,93100000,1,0.378,7,0.16359767120156
"chr11_1862","chr11",93100001,93150000,1,0.352,8,0.162528198060227
"chr11_1863","chr11",93150001,93200000,1,0.397,1,0.172920348393306
"chr11_1864","chr11",93200001,93250000,1,0.438,3,0.175182225611065
"chr11_1865","chr11",93250001,93300000,1,0.443,1,0.183586453268126
"chr11_1866","chr11",93300001,93350000,1,0.404,0,0.171475371395095
"chr11_1867","chr11",93350001,93400000,1,0.414,2,0.182108344205846
"chr11_1868","chr11",93400001,93450000,1,0.382,17,0.181259664006154
"chr11_1869","chr11",93450001,93500000,1,0.4,48,0.190925557292775
"chr11_1870","chr11",93500001,93550000,1,0.419,12,0.187028469749725
"chr11_1871","chr11",93550001,93600000,1,0.448,4,0.174191083366971
"chr11_1872","chr11",93600001,93650000,1,0.404,0,0.168347045740733
"chr11_1873","chr11",93650001,93700000,1,0.43,0,0.165682249610145
"chr11_1874","chr11",93700001,93750000,1,0.394,0,0.166643934173785
"chr11_1875","chr11",93750001,93800000,1,0.406,4,0.173532002182984
"chr11_1876","chr11",93800001,93850000,1,0.394,18,0.174934229644692
"chr11_1877","chr11",93850001,93900000,1,0.438,3,0.187037500036535
"chr11_1878","chr11",93900001,93950000,1,0.417,4,0.176662936165136
"chr11_1879","chr11",93950001,94000000,1,0.395,0,0.176987139023584
"chr11_1880","chr11",94000001,94050000,1,0.414,4,0.166632470499063
"chr11_1881","chr11",94050001,94100000,1,0.412,0,0.166155179497892
"chr11_1882","chr11",94100001,94150000,1,0.427,4,0.174683102263538
"chr11_1883","chr11",94150001,94200000,1,0.376,10,0.17775217443342
"chr11_1884","chr11",94200001,94250000,1,0.371,17,0.181378828491993
"chr11_1885","chr11",94250001,94300000,1,0.407,6,0.185879418489541
"chr11_1886","chr11",94300001,94350000,1,0.397,17,0.185472872611496
"chr11_1887","chr11",94350001,94400000,1,0.418,4,0.183619031962832
"chr11_1888","chr11",94400001,94450000,1,0.403,0,0.174380435690613
"chr11_1889","chr11",94450001,94500000,1,0.417,0,0.182496742087595
"chr11_1890","chr11",94500001,94550000,1,0.414,3,0.180544522856028
"chr11_1891","chr11",94550001,94600000,1,0.423,8,0.180455767186104
"chr11_1892","chr11",94600001,94650000,1,0.418,2,0.182689196758493
"chr11_1893","chr11",94650001,94700000,1,0.428,3,0.182432667556646
"chr11_1894","chr11",94700001,94750000,1,0.372,11,0.170908262812933
"chr11_1895","chr11",94750001,94800000,1,0.417,1,0.171762375575331
"chr11_1896","chr11",94800001,94850000,1,0.432,3,0.189553916477467
"chr11_1897","chr11",94850001,94900000,1,0.431,5,0.191745443035113
"chr11_1898","chr11",94900001,94950000,1,0.341,10,0.174707591466544
"chr11_1899","chr11",94950001,95000000,1,0.391,2,0.191020404135511
"chr11_1900","chr11",95000001,95050000,1,0.417,0,0.183976571111846
"chr11_1901","chr11",95050001,95100000,1,0.419,0,0.190290986132272
"chr11_1902","chr11",95100001,95150000,1,0.391,0,0.177780795332414
"chr11_1903","chr11",95150001,95200000,1,0.418,0,0.182530945180081
"chr11_1904","chr11",95200001,95250000,1,0.394,0,0.174684556642467
"chr11_1905","chr11",95250001,95300000,1,0.4,1,0.187243192884897
"chr11_1906","chr11",95300001,95350000,1,0.378,0,0.171549637265034
"chr11_1907","chr11",95350001,95400000,1,0.354,0,0.172002353456362
"chr11_1908","chr11",95400001,95450000,1,0.388,0,0.178003219863836
"chr11_1909","chr11",95450001,95500000,1,0.383,0,0.177203773362395
"chr11_1910","chr11",95500001,95550000,1,0.366,18,0.185684923983716
"chr11_1911","chr11",95550001,95600000,1,0.361,21,0.173419394446576
"chr11_1912","chr11",95600001,95650000,1,0.366,5,0.171242103629208
"chr11_1913","chr11",95650001,95700000,1,0.385,2,0.170185902501686
"chr11_1914","chr11",95700001,95750000,1,0.379,4,0.175604453705736
"chr11_1915","chr11",95750001,95800000,1,0.402,0,0.175222933302046
"chr11_1916","chr11",95800001,95850000,1,0.412,1,0.176587257957236
"chr11_1917","chr11",95850001,95900000,1,0.41,0,0.179596133667401
"chr11_1918","chr11",95900001,95950000,1,0.409,0,0.185409182163143
"chr11_1919","chr11",95950001,96000000,1,0.393,0,0.195110222895982
"chr11_1920","chr11",96000001,96050000,1,0.385,0,0.181198912371966
"chr11_1921","chr11",96050001,96100000,1,0.393,5,0.180197197990486
"chr11_1922","chr11",96100001,96150000,1,0.371,14,0.184303961487116
"chr11_1923","chr11",96150001,96200000,1,0.375,0,0.165217817169667
"chr11_1924","chr11",96200001,96250000,1,0.395,1,0.167052615552789
"chr11_1925","chr11",96250001,96300000,0,0.369,0,0.166441656424412
"chr11_1926","chr11",96300001,96350000,0,0,0,NA
"chr11_1927","chr11",96350001,96400000,0,0,0,NA
"chr11_1928","chr11",96400001,96450000,0,0.35,0,0.162668537672974
"chr11_1929","chr11",96450001,96500000,1,0.379,0,0.16420173420185
"chr11_1930","chr11",96500001,96550000,1,0.373,0,0.165012877369063
"chr11_1931","chr11",96550001,96600000,1,0.368,0,0.16699001459253
